Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Return Percent,Dividend Yield
1893-09-01,4.37,0.25,0.29,7.23,3.72,145.31,8.23,9.56,-0.218246869,0.057208238
1893-10-01,4.5,0.25,0.28,7.33,3.71,147.69,8.15,9.13,-0.192100539,0.055555556
1893-11-01,4.57,0.25,0.27,7.14,3.71,153.99,8.4,9.07,-0.170598911,0.054704595
1893-12-01,4.41,0.25,0.26,7.04,3.7,150.61,8.54,8.88,-0.213903743,0.056689342
1894-01-01,4.32,0.25,0.25,6.85,3.7,151.63,8.66,8.83,-0.215970962,0.05787037
1894-02-01,4.38,0.24,0.24,6.76,3.68,155.9,8.66,8.66,-0.175141243,0.054794521
1894-03-01,4.51,0.24,0.23,6.57,3.66,165.18,8.79,8.61,-0.150659134,0.053215078
1894-04-01,4.57,0.24,0.23,6.57,3.64,167.38,8.67,8.3,-0.055785124,0.052516411
1894-05-01,4.4,0.23,0.22,6.57,3.62,161.15,8.54,8,-0.045553145,0.052272727
1894-06-01,4.34,0.23,0.21,6.57,3.6,158.96,8.42,7.69,0.038277512,0.052995392
1894-07-01,4.25,0.23,0.2,6.57,3.58,155.66,8.3,7.39,0.041666667,0.054117647
1894-08-01,4.41,0.22,0.19,6.76,3.56,156.97,7.95,6.88,0.009153318,0.049886621
1894-09-01,4.48,0.22,0.18,6.85,3.54,157.25,7.72,6.49,-0.004444444,0.049107143
1894-10-01,4.34,0.22,0.18,6.66,3.52,156.69,7.82,6.38,-0.050328228,0.050691244
1894-11-01,4.34,0.21,0.17,6.66,3.5,156.69,7.7,6.08,-0.015873016,0.048387097
1894-12-01,4.3,0.21,0.16,6.57,3.48,157.49,7.69,5.86,-0.00462963,0.048837209
1895-01-01,4.25,0.21,0.17,6.57,3.46,155.66,7.63,6.13,-0.029680365,0.049411765
1895-02-01,4.19,0.21,0.17,6.57,3.47,153.46,7.57,6.41,-0.070953437,0.050119332
1895-03-01,4.19,0.2,0.18,6.57,3.48,153.46,7.51,6.68,-0.083150985,0.047732697
1895-04-01,4.37,0.2,0.19,6.85,3.5,153.39,7.14,6.67,-0.006818182,0.04576659
1895-05-01,4.61,0.2,0.2,6.95,3.51,159.59,6.98,6.84,0.062211982,0.043383948
1895-06-01,4.7,0.2,0.2,7.04,3.52,160.51,6.83,7,0.105882353,0.042553191
1895-07-01,4.72,0.2,0.21,6.95,3.53,163.4,6.86,7.36,0.070294785,0.042372881
1895-08-01,4.79,0.2,0.22,6.85,3.54,168.13,6.9,7.72,0.069196429,0.041753653
1895-09-01,4.82,0.2,0.23,6.85,3.55,169.18,6.84,7.99,0.110599078,0.041493776
1895-10-01,4.75,0.19,0.23,6.85,3.56,166.72,6.78,8.25,0.094470046,0.04
1895-11-01,4.59,0.19,0.24,6.85,3.58,161.11,6.73,8.51,0.06744186,0.041394336
1895-12-01,4.32,0.19,0.25,6.76,3.59,153.77,6.76,8.9,0.016470588,0.043981481
1896-01-01,4.27,0.19,0.25,6.66,3.6,154.16,6.83,8.91,0.019093079,0.044496487
1896-02-01,4.45,0.19,0.24,6.57,3.58,162.99,6.9,8.91,0.062052506,0.042696629
1896-03-01,4.38,0.19,0.24,6.57,3.57,160.42,6.87,8.79,0.00228833,0.043378995
1896-04-01,4.42,0.19,0.24,6.47,3.55,164.27,6.94,8.8,-0.041214751,0.042986425
1896-05-01,4.4,0.19,0.23,6.37,3.53,165.97,7.01,8.8,-0.063829787,0.043181818
1896-06-01,4.32,0.18,0.23,6.28,3.52,165.42,7.08,8.81,-0.084745763,0.041666667
1896-07-01,4.04,0.18,0.23,6.28,3.5,154.69,7.05,8.68,-0.1565762,0.044554455
1896-08-01,3.81,0.18,0.22,6.28,3.48,145.89,7.02,8.55,-0.209543568,0.047244094
1896-09-01,4.01,0.18,0.22,6.28,3.47,153.55,6.99,8.42,-0.155789474,0.044887781
1896-10-01,4.1,0.18,0.22,6.47,3.45,152.37,6.75,8.05,-0.106753813,0.043902439
1896-11-01,4.38,0.18,0.21,6.66,3.43,158.13,6.53,7.7,0.013888889,0.04109589
1896-12-01,4.22,0.18,0.21,6.66,3.42,152.35,6.5,7.58,-0.011709602,0.042654028
1897-01-01,4.22,0.18,0.22,6.47,3.4,156.83,6.69,8.11,-0.051685393,0.042654028
1897-02-01,4.18,0.18,0.23,6.47,3.4,155.35,6.69,8.43,-0.0456621,0.043062201
1897-03-01,4.19,0.18,0.23,6.47,3.39,155.72,6.69,8.73,-0.052036199,0.042959427
1897-04-01,4.06,0.18,0.24,6.37,3.39,153.14,6.79,9.18,-0.077272727,0.044334975
1897-05-01,4.08,0.18,0.25,6.28,3.38,156.23,6.89,9.64,-0.055555556,0.044117647
1897-06-01,4.27,0.18,0.26,6.28,3.38,163.5,6.89,9.96,0.056930693,0.042154567
1897-07-01,4.46,0.18,0.27,6.28,3.38,170.78,6.89,10.27,0.170603675,0.040358744
1897-08-01,4.75,0.18,0.28,6.57,3.37,173.97,6.59,10.13,0.184538653,0.037894737
1897-09-01,4.98,0.18,0.28,6.76,3.37,177.26,6.41,10.14,0.214634146,0.036144578
1897-10-01,4.82,0.18,0.29,6.66,3.36,174.02,6.5,10.59,0.100456621,0.037344398
1897-11-01,4.65,0.18,0.3,6.66,3.36,167.88,6.5,10.89,0.101895735,0.038709677
1897-12-01,4.75,0.18,0.31,6.66,3.35,171.49,6.5,11.19,0.125592417,0.037894737
1898-01-01,4.88,0.18,0.31,6.66,3.35,176.18,6.56,11.31,0.167464115,0.036885246
1898-02-01,4.87,0.18,0.32,6.76,3.33,173.34,6.52,11.27,0.162291169,0.036960986
1898-03-01,4.65,0.18,0.32,6.76,3.31,165.51,6.58,11.39,0.145320197,0.038709677
1898-04-01,4.57,0.19,0.32,6.76,3.29,162.67,6.65,11.51,0.120098039,0.041575492
1898-05-01,4.87,0.19,0.33,7.23,3.27,161.94,6.26,10.86,0.140515222,0.039014374
1898-06-01,5.06,0.19,0.33,6.76,3.25,180.11,6.76,11.75,0.134529148,0.037549407
1898-07-01,5.08,0.19,0.33,6.66,3.23,183.4,6.92,12.03,0.069473684,0.037401575
1898-08-01,5.27,0.19,0.34,6.66,3.2,190.26,6.98,12.16,0.058232932,0.036053131
1898-09-01,5.26,0.2,0.34,6.66,3.18,189.9,7.04,12.27,0.091286307,0.038022814
1898-10-01,5.15,0.2,0.34,6.66,3.16,185.93,7.1,12.39,0.107526882,0.038834951
1898-11-01,5.32,0.2,0.35,6.66,3.14,192.07,7.16,12.52,0.12,0.037593985
1898-12-01,5.65,0.2,0.35,6.76,3.12,201.11,7.12,12.46,0.157786885,0.03539823
1899-01-01,6.08,0.2,0.36,6.76,3.1,216.41,7.15,12.84,0.248459959,0.032894737
1899-02-01,6.31,0.2,0.37,6.95,3.1,218.45,6.98,12.87,0.356989247,0.031695721
1899-03-01,6.4,0.2,0.38,6.95,3.11,221.56,7.01,13.24,0.400437637,0.03125
1899-04-01,6.48,0.2,0.39,7.04,3.11,221.3,6.94,13.43,0.330595483,0.030864198
1899-05-01,6.21,0.2,0.4,7.04,3.12,212.08,6.97,13.8,0.227272727,0.032206119
1899-06-01,6.07,0.2,0.41,7.14,3.12,204.53,6.91,13.98,0.19488189,0.032948929
1899-07-01,6.28,0.21,0.43,7.23,3.13,208.83,6.84,14.16,0.191650854,0.03343949
1899-08-01,6.44,0.21,0.44,7.33,3.13,211.37,6.78,14.33,0.224334601,0.032608696
1899-09-01,6.37,0.21,0.45,7.61,3.13,201.23,6.55,14.14,0.236893204,0.032967033
1899-10-01,6.34,0.21,0.46,7.71,3.14,197.81,6.5,14.3,0.191729323,0.033123028
1899-11-01,6.46,0.21,0.47,7.8,3.14,199.09,6.45,14.46,0.143362832,0.03250774
1899-12-01,6.02,0.21,0.48,7.9,3.15,183.3,6.39,14.62,-0.009868421,0.034883721
1900-01-01,6.1,0.22,0.48,7.9,3.15,185.73,6.62,14.62,-0.033280507,0.036065574
1900-02-01,6.21,0.23,0.48,7.99,3.15,186.83,6.77,14.44,-0.0296875,0.037037037
1900-03-01,6.26,0.23,0.48,7.99,3.14,188.34,6.99,14.44,-0.033950617,0.036741214
1900-04-01,6.34,0.24,0.48,7.99,3.14,190.74,7.22,14.44,0.020933977,0.03785489
1900-05-01,6.04,0.25,0.48,7.8,3.13,186.15,7.63,14.79,-0.004942339,0.041390728
1900-06-01,5.86,0.26,0.48,7.71,3.13,182.83,7.96,14.98,-0.066878981,0.044368601
1900-07-01,5.86,0.26,0.48,7.8,3.13,180.6,8.09,14.79,-0.090062112,0.044368601
1900-08-01,5.94,0.27,0.48,7.71,3.12,185.33,8.42,14.98,-0.067503925,0.045454545
1900-09-01,5.8,0.28,0.48,7.8,3.12,178.75,8.55,14.79,-0.085173502,0.048275862
1900-10-01,6.01,0.28,0.48,7.71,3.11,187.51,8.89,14.98,-0.069659443,0.046589018
1900-11-01,6.48,0.29,0.48,7.71,3.11,202.18,9.13,14.98,0.07641196,0.044753086
1900-12-01,6.87,0.3,0.48,7.61,3.1,217.02,9.48,15.16,0.126229508,0.043668122
1901-01-01,7.07,0.3,0.48,7.71,3.1,220.58,9.41,15.03,0.138486312,0.042432815
1901-02-01,7.25,0.3,0.48,7.61,3.11,229.03,9.58,15.27,0.158146965,0.04137931
1901-03-01,7.51,0.3,0.48,7.61,3.11,237.24,9.63,15.32,0.184542587,0.039946738
1901-04-01,8.14,0.31,0.49,7.52,3.12,260.4,9.81,15.57,0.347682119,0.038083538
1901-05-01,7.73,0.31,0.49,7.52,3.13,247.28,9.86,15.62,0.319112628,0.040103493
1901-06-01,8.5,0.31,0.49,7.52,3.13,271.91,9.92,15.68,0.450511945,0.036470588
1901-07-01,7.93,0.31,0.49,7.61,3.14,250.51,9.85,15.53,0.335016835,0.039092055
1901-08-01,8.04,0.31,0.49,7.71,3.15,250.85,9.77,15.39,0.386206897,0.038557214
1901-09-01,8,0.32,0.49,7.8,3.15,246.56,9.71,15.26,0.331114809,0.04
1901-10-01,7.91,0.32,0.5,7.8,3.16,243.78,9.76,15.31,0.220679012,0.04045512
1901-11-01,8.08,0.32,0.5,7.9,3.17,246.02,9.69,15.17,0.176128093,0.03960396
1901-12-01,7.95,0.32,0.5,7.99,3.17,239.18,9.63,15.04,0.12446959,0.040251572
1902-01-01,8.12,0.32,0.51,7.9,3.18,247.24,9.77,15.55,0.12,0.039408867
1902-02-01,8.19,0.32,0.52,7.9,3.19,249.37,9.8,15.88,0.090545939,0.039072039
1902-03-01,8.2,0.32,0.53,7.9,3.2,249.67,9.82,16.21,0.007371007,0.03902439
1902-04-01,8.48,0.32,0.54,7.99,3.21,255.13,9.73,16.35,0.09702458,0.037735849
1902-05-01,8.46,0.32,0.55,8.09,3.22,251.53,9.64,16.48,-0.004705882,0.037825059
1902-06-01,8.41,0.33,0.56,8.18,3.23,247.14,9.55,16.6,0.060529634,0.039239001
1902-07-01,8.6,0.33,0.58,8.18,3.24,252.72,9.57,16.92,0.069651741,0.038372093
1902-08-01,8.83,0.33,0.59,8.09,3.25,262.53,9.71,17.44,0.10375,0.037372593
1902-09-01,8.85,0.33,0.6,8.18,3.26,260.07,9.62,17.56,0.118836915,0.037288136
1902-10-01,8.57,0.33,0.61,8.75,3.27,235.41,9.02,16.71,0.060643564,0.038506418
1902-11-01,8.24,0.33,0.62,8.47,3.28,233.98,9.35,17.58,0.036477987,0.040048544
1902-12-01,8.05,0.33,0.63,8.56,3.29,226.04,9.27,17.69,-0.00862069,0.040993789
1903-01-01,8.46,0.33,0.62,8.66,3.3,234.95,9.21,17.27,0.032967033,0.039007092
1903-02-01,8.41,0.33,0.61,8.66,3.31,233.56,9.26,17.03,0.025609756,0.039239001
1903-03-01,8.08,0.34,0.6,8.37,3.32,232.04,9.62,17.37,-0.047169811,0.042079208
1903-04-01,7.75,0.34,0.6,8.37,3.33,222.56,9.67,17.14,-0.08392435,0.043870968
1903-05-01,7.6,0.34,0.59,8.18,3.33,223.33,9.94,17.29,-0.096313912,0.044736842
1903-06-01,7.18,0.34,0.58,8.18,3.34,210.99,9.99,17.04,-0.165116279,0.04735376
1903-07-01,6.85,0.34,0.57,8.18,3.35,201.29,10.04,16.8,-0.224235561,0.049635036
1903-08-01,6.63,0.34,0.56,8.18,3.36,194.83,10.09,16.55,-0.250847458,0.051282051
1903-09-01,6.47,0.34,0.56,8.28,3.37,187.94,10.02,16.12,-0.24504084,0.052550232
1903-10-01,6.26,0.35,0.55,8.18,3.37,183.96,10.19,16.07,-0.240291262,0.055910543
1903-11-01,6.28,0.35,0.54,8.09,3.38,186.72,10.36,16,-0.219875776,0.055732484
1903-12-01,6.57,0.35,0.53,8.09,3.39,195.34,10.41,15.76,-0.223404255,0.053272451
1904-01-01,6.68,0.35,0.53,8.28,3.4,194.04,10.07,15.3,-0.205707491,0.05239521
1904-02-01,6.5,0.34,0.52,8.47,3.41,184.57,9.75,14.86,-0.195544554,0.052307692
1904-03-01,6.48,0.34,0.52,8.37,3.41,186.09,9.76,14.93,-0.163870968,0.052469136
1904-04-01,6.64,0.34,0.52,8.28,3.42,192.88,9.78,15.01,-0.126315789,0.051204819
1904-05-01,6.5,0.33,0.51,8.09,3.43,193.26,9.91,15.26,-0.094707521,0.050769231
1904-06-01,6.51,0.33,0.51,8.09,3.43,193.55,9.81,15.16,-0.049635036,0.050691244
1904-07-01,6.78,0.33,0.51,8.09,3.44,201.58,9.71,15.07,0.022624434,0.048672566
1904-08-01,7.01,0.32,0.5,8.18,3.45,206,9.5,14.79,0.083462133,0.045649073
1904-09-01,7.32,0.32,0.5,8.28,3.45,212.63,9.3,14.52,0.169329073,0.043715847
1904-10-01,7.75,0.32,0.5,8.28,3.46,225.12,9.2,14.43,0.234076433,0.041290323
1904-11-01,8.17,0.31,0.49,8.47,3.47,231.99,8.9,14.01,0.243531202,0.037943696
1904-12-01,8.25,0.31,0.49,8.47,3.47,234.26,8.8,13.91,0.23502994,0.037575758
1905-01-01,8.43,0.31,0.51,8.47,3.48,239.37,8.85,14.34,0.296923077,0.036773428
1905-02-01,8.8,0.31,0.52,8.47,3.48,249.88,8.9,14.77,0.358024691,0.035227273
1905-03-01,9.05,0.32,0.54,8.37,3.47,259.9,9.05,15.36,0.362951807,0.035359116
1905-04-01,8.94,0.32,0.55,8.37,3.47,256.74,9.09,15.79,0.375384615,0.035794183
1905-05-01,8.5,0.32,0.56,8.28,3.46,246.91,9.25,16.41,0.305683564,0.037647059
1905-06-01,8.6,0.32,0.58,8.28,3.46,249.81,9.3,16.85,0.268436578,0.037209302
1905-07-01,8.87,0.32,0.59,8.28,3.46,257.66,9.34,17.28,0.265335235,0.036076663
1905-08-01,9.2,0.32,0.61,8.37,3.45,264.21,9.28,17.52,0.256830601,0.034782609
1905-09-01,9.23,0.33,0.63,8.28,3.45,268.11,9.44,18.16,0.190967742,0.035752979
1905-10-01,9.36,0.33,0.64,8.28,3.44,271.89,9.49,18.59,0.145654835,0.03525641
1905-11-01,9.31,0.33,0.66,8.37,3.44,267.36,9.43,18.81,0.128484848,0.035445757
1905-12-01,9.54,0.33,0.67,8.47,3.43,270.89,9.37,19.03,0.131672598,0.034591195
1906-01-01,9.87,0.34,0.68,8.47,3.43,280.26,9.54,19.24,0.121590909,0.034447822
1906-02-01,9.8,0.34,0.69,8.47,3.45,278.28,9.7,19.45,0.082872928,0.034693878
1906-03-01,9.56,0.35,0.69,8.47,3.47,271.46,9.87,19.66,0.06935123,0.036610879
1906-04-01,9.43,0.35,0.7,8.47,3.49,267.77,10.03,19.88,0.109411765,0.037115589
1906-05-01,9.18,0.36,0.71,8.56,3.51,257.77,10.09,19.87,0.06744186,0.039215686
1906-06-01,9.3,0.36,0.71,8.56,3.53,261.14,10.25,20.08,0.048478016,0.038709677
1906-07-01,9.06,0.37,0.72,8.28,3.55,263.18,10.77,20.99,-0.015217391,0.040838852
1906-08-01,9.73,0.38,0.73,8.47,3.57,276.29,10.7,20.73,0.054171181,0.039054471
1906-09-01,10.03,0.38,0.74,8.56,3.59,281.64,10.74,20.71,0.071581197,0.037886341
1906-10-01,9.73,0.39,0.74,8.75,3.61,267.28,10.67,20.46,0.045112782,0.04008222
1906-11-01,9.93,0.39,0.75,8.85,3.63,269.84,10.71,20.45,0.040880503,0.039274924
1906-12-01,9.84,0.4,0.76,8.94,3.65,264.55,10.75,20.43,-0.003039514,0.040650407
1907-01-01,9.56,0.4,0.75,8.85,3.67,259.79,10.96,20.43,-0.024489796,0.041841004
1907-02-01,9.26,0.41,0.74,9.04,3.69,246.33,10.82,19.77,-0.031380753,0.044276458
1907-03-01,8.35,0.41,0.73,8.94,3.7,224.49,11.02,19.76,-0.114528102,0.049101796
1907-04-01,8.39,0.41,0.73,8.94,3.72,225.57,11.11,19.54,-0.086056645,0.0488677
1907-05-01,8.1,0.42,0.72,9.13,3.74,213.23,10.97,18.91,-0.129032258,0.051851852
1907-06-01,7.84,0.42,0.71,9.23,3.75,204.26,10.94,18.5,-0.134657837,0.053571429
1907-07-01,8.14,0.42,0.7,9.23,3.77,212.08,11.03,18.28,-0.163412127,0.051597052
1907-08-01,7.53,0.43,0.69,9.23,3.79,196.18,11.12,18.06,-0.249252243,0.057104914
1907-09-01,7.45,0.43,0.69,9.23,3.8,194.1,11.2,17.85,-0.234326824,0.057718121
1907-10-01,6.64,0.43,0.68,9.32,3.82,171.23,11.17,17.45,-0.331319235,0.064759036
1907-11-01,6.25,0.44,0.67,8.94,3.84,168.03,11.74,17.97,-0.364837398,0.0704
1907-12-01,6.57,0.44,0.66,8.75,3.85,180.47,12.09,18.13,-0.312761506,0.066971081
1908-01-01,6.85,0.44,0.65,8.66,3.87,190.23,12.13,18.14,-0.260259179,0.064233577
1908-02-01,6.6,0.43,0.65,8.56,3.86,185.33,12.17,18.16,-0.209580838,0.065151515
1908-03-01,6.87,0.43,0.64,8.56,3.85,192.91,12.07,17.97,-0.181168057,0.062590975
1908-04-01,7.24,0.43,0.63,8.66,3.84,201.06,11.85,17.59,-0.10617284,0.059392265
1908-05-01,7.63,0.42,0.63,8.66,3.83,211.9,11.76,17.4,-0.026785714,0.055045872
1908-06-01,7.64,0.42,0.62,8.66,3.82,212.17,11.66,17.22,-0.061425061,0.054973822
1908-07-01,7.92,0.42,0.61,8.75,3.81,217.56,11.45,16.85,0.051792829,0.053030303
1908-08-01,8.26,0.41,0.61,8.75,3.81,226.9,11.35,16.67,0.108724832,0.049636804
1908-09-01,8.17,0.41,0.6,8.75,3.8,224.43,11.26,16.48,0.230421687,0.050183599
1908-10-01,8.27,0.41,0.59,8.85,3.79,224.73,11.05,16.12,0.3232,0.049576784
1908-11-01,8.83,0.4,0.59,8.94,3.78,237.4,10.84,15.77,0.343987823,0.045300113
1908-12-01,9.03,0.4,0.58,9.04,3.77,240.22,10.64,15.43,0.318248175,0.044296788
1909-01-01,9.06,0.4,0.59,8.94,3.76,243.58,10.84,16,0.372727273,0.04415011
1909-02-01,8.8,0.41,0.61,9.04,3.77,234.1,10.82,16.23,0.280931587,0.046590909
1909-03-01,8.92,0.41,0.63,9.04,3.78,237.29,10.91,16.63,0.232044199,0.045964126
1909-04-01,9.32,0.41,0.64,9.23,3.8,242.82,10.77,16.67,0.221494102,0.043991416
1909-05-01,9.63,0.42,0.66,9.32,3.81,248.34,10.75,16.89,0.260471204,0.043613707
1909-06-01,9.8,0.42,0.67,9.42,3.82,250.17,10.72,17.1,0.237373737,0.042857143
1909-07-01,9.94,0.42,0.69,9.42,3.83,253.74,10.81,17.49,0.203389831,0.042253521
1909-08-01,10.18,0.43,0.7,9.51,3.85,257.27,10.78,17.69,0.246022032,0.042239686
1909-09-01,10.19,0.43,0.71,9.61,3.86,254.97,10.76,17.89,0.23216445,0.042198234
1909-10-01,10.23,0.43,0.73,9.8,3.87,251,10.63,17.91,0.158550396,0.042033236
1909-11-01,10.18,0.44,0.74,9.9,3.88,247.37,10.61,18.1,0.127353267,0.043222004
1909-12-01,10.3,0.44,0.76,9.99,3.9,247.9,10.59,18.29,0.136865342,0.042718447
1910-01-01,10.08,0.44,0.76,9.9,3.91,244.94,10.75,18.41,0.145454545,0.043650794
1910-02-01,9.72,0.45,0.76,9.9,3.92,236.2,10.81,18.35,0.089686099,0.046296296
1910-03-01,9.96,0.45,0.75,10.09,3.92,237.46,10.67,17.94,0.068669528,0.045180723
1910-04-01,9.72,0.45,0.75,10.18,3.93,229.57,10.63,17.71,0.009345794,0.046296296
1910-05-01,9.56,0.45,0.75,9.99,3.93,230.09,10.89,17.99,-0.024489796,0.04707113
1910-06-01,9.1,0.46,0.74,9.9,3.94,221.13,11.06,18.1,-0.084507042,0.050549451
1910-07-01,8.64,0.46,0.74,9.9,3.95,209.95,11.12,18.04,-0.151277014,0.053240741
1910-08-01,8.85,0.46,0.74,9.8,3.95,217.14,11.29,18.16,-0.131501472,0.051977401
1910-09-01,8.91,0.46,0.74,9.7,3.96,220.76,11.46,18.27,-0.129032258,0.051627385
1910-10-01,9.32,0.47,0.73,9.42,3.96,237.91,11.87,18.76,-0.084479371,0.050429185
1910-11-01,9.31,0.47,0.73,9.23,3.97,242.56,12.18,19.08,-0.096116505,0.050483351
1910-12-01,9.05,0.47,0.73,9.23,3.97,235.79,12.25,19.02,-0.10218254,0.051933702
1911-01-01,9.27,0.47,0.72,9.23,3.98,241.52,12.25,18.71,-0.046296296,0.050701187
1911-02-01,9.43,0.47,0.71,8.94,3.98,253.53,12.64,19,-0.053212851,0.049840933
1911-03-01,9.32,0.47,0.69,9.04,3.98,247.93,12.5,18.49,-0.041152263,0.050429185
1911-04-01,9.28,0.47,0.68,8.75,3.99,254.92,12.91,18.77,-0.029288703,0.050646552
1911-05-01,9.48,0.47,0.67,8.75,3.99,260.41,12.91,18.45,0.041758242,0.049578059
1911-06-01,9.67,0.47,0.66,8.75,3.99,265.63,12.91,18.13,0.119212963,0.04860393
1911-07-01,9.63,0.47,0.65,8.85,4,261.69,12.77,17.62,0.088135593,0.048805815
1911-08-01,9.17,0.47,0.64,9.13,4,241.4,12.37,16.76,0.029180696,0.051254089
1911-09-01,8.67,0.47,0.63,9.23,4,225.89,12.25,16.28,-0.069742489,0.054209919
1911-10-01,8.72,0.47,0.61,9.23,4,227.19,12.25,15.98,-0.063372718,0.053899083
1911-11-01,9.07,0.47,0.6,9.13,4,238.77,12.37,15.84,0.002209945,0.051819184
1911-12-01,9.11,0.47,0.59,9.04,4.01,242.34,12.5,15.7,-0.017259978,0.051591658
1912-01-01,9.12,0.47,0.6,9.13,4.01,240.08,12.39,15.77,-0.032873807,0.051535088
1912-02-01,9.04,0.47,0.61,9.23,4.05,235.53,12.29,15.85,-0.030042918,0.05199115
1912-03-01,9.3,0.47,0.62,9.42,4.08,237.4,12.06,15.76,0.002155172,0.050537634
1912-04-01,9.59,0.47,0.63,9.7,4.12,237.61,11.73,15.53,0.011603376,0.049009385
1912-05-01,9.58,0.47,0.64,9.7,4.16,237.36,11.75,15.75,-0.009307135,0.049060543
1912-06-01,9.58,0.47,0.65,9.61,4.19,239.71,11.89,16.14,-0.005192108,0.049060543
1912-07-01,9.59,0.48,0.65,9.61,4.23,239.96,11.91,16.37,0.045801527,0.050052138
1912-08-01,9.81,0.48,0.66,9.7,4.27,243.06,11.81,16.43,0.131487889,0.048929664
1912-09-01,9.86,0.48,0.67,9.8,4.3,241.92,11.72,16.5,0.130733945,0.048681542
1912-10-01,9.84,0.48,0.68,9.8,4.34,241.43,11.74,16.73,0.084895259,0.048780488
1912-11-01,9.73,0.48,0.69,9.8,4.38,238.73,11.76,16.95,0.06805708,0.049331963
1912-12-01,9.38,0.48,0.7,9.7,4.41,232.4,11.89,17.34,0.028508772,0.051172708
1913-01-01,9.3,0.48,0.69,9.8,4.45,228.18,11.78,17.03,0.028761062,0.051612903
1913-02-01,8.97,0.48,0.69,9.8,4.43,220.09,11.78,16.89,-0.035483871,0.053511706
1913-03-01,8.8,0.48,0.68,9.8,4.4,215.92,11.78,16.75,-0.082377477,0.054545455
1913-04-01,8.79,0.48,0.68,9.8,4.38,215.67,11.78,16.6,-0.082463466,0.054607509
1913-05-01,8.55,0.48,0.67,9.7,4.35,211.94,11.9,16.63,-0.107515658,0.056140351
1913-06-01,8.12,0.48,0.67,9.8,4.33,199.23,11.78,16.32,-0.153284672,0.0591133
1913-07-01,8.23,0.48,0.66,9.9,4.3,199.89,11.66,16.01,-0.161060143,0.058323208
1913-08-01,8.45,0.48,0.65,9.9,4.28,205.23,11.66,15.87,-0.143002028,0.056804734
1913-09-01,8.53,0.48,0.65,10,4.26,205.11,11.54,15.57,-0.133130081,0.056271981
1913-10-01,8.26,0.48,0.64,10,4.23,198.61,11.54,15.43,-0.151079137,0.05811138
1913-11-01,8.05,0.48,0.64,10.1,4.21,191.65,11.43,15.14,-0.141791045,0.059627329
1913-12-01,8.04,0.48,0.63,10,4.18,193.32,11.54,15.15,-0.135483871,0.059701493
1914-01-01,8.37,0.47,0.62,10,4.16,201.26,11.42,14.93,-0.066889632,0.056152927
1914-02-01,8.48,0.47,0.61,9.9,4.17,205.96,11.42,14.86,-0.036363636,0.055424528
1914-03-01,8.32,0.47,0.6,9.9,4.17,202.08,11.29,14.63,-0.053469852,0.056490385
1914-04-01,8.12,0.46,0.59,9.8,4.18,199.23,11.29,14.56,-0.050292398,0.056650246
1914-05-01,8.17,0.46,0.58,9.9,4.19,198.43,11.05,14.19,0.006157635,0.05630355
1914-06-01,8.13,0.45,0.57,9.9,4.19,197.46,10.93,13.97,-0.012150668,0.055350554
1914-07-01,7.68,0.45,0.57,10,4.2,184.67,10.7,13.6,-0.09112426,0.05859375
1914-08-01,7.68,0.44,0.56,10.2,4.21,181.05,10.37,13.12,-0.0996483,0.057291667
1914-09-01,7.68,0.43,0.55,10.2,4.21,181.05,10.25,12.91,-0.070217918,0.055989583
1914-10-01,7.68,0.43,0.54,10.1,4.22,182.84,10.24,12.82,-0.045962733,0.055989583
1914-11-01,7.68,0.42,0.53,10.2,4.23,181.05,10.02,12.48,-0.044776119,0.0546875
1914-12-01,7.35,0.42,0.52,10.1,4.23,174.98,10,12.38,-0.121863799,0.057142857
1915-01-01,7.48,0.42,0.55,10.1,4.24,178.08,10.02,13.09,-0.117924528,0.056149733
1915-02-01,7.38,0.42,0.58,10,4.22,177.45,10.14,13.95,-0.112980769,0.056910569
1915-03-01,7.57,0.42,0.61,9.9,4.21,183.86,10.26,14.82,-0.06773399,0.055482166
1915-04-01,8.14,0.42,0.64,10,4.19,195.73,10.18,15.39,-0.003671971,0.051597052
1915-05-01,7.95,0.42,0.67,10.1,4.18,189.27,10.1,15.95,-0.022140221,0.052830189
1915-06-01,8.04,0.42,0.7,10.1,4.16,191.41,10.12,16.66,0.046875,0.052238806
1915-07-01,8.01,0.43,0.73,10.1,4.14,190.69,10.14,17.38,0.04296875,0.053682896
1915-08-01,8.35,0.43,0.76,10.1,4.13,198.79,10.16,18.09,0.087239583,0.051497006
1915-09-01,8.66,0.43,0.79,10.1,4.11,206.17,10.18,18.81,0.127604167,0.04965358
1915-10-01,9.14,0.43,0.82,10.2,4.1,215.46,10.1,19.33,0.190104167,0.047045952
1915-11-01,9.46,0.43,0.85,10.3,4.08,220.84,10.02,19.84,0.28707483,0.045454545
1915-12-01,9.48,0.43,0.88,10.3,4.07,221.31,10.04,20.54,0.267379679,0.04535865
1916-01-01,9.33,0.44,0.93,10.4,4.05,215.71,10.19,21.6,0.264227642,0.0471597
1916-02-01,9.2,0.45,0.99,10.4,4.06,212.71,10.44,22.85,0.215323646,0.048913043
1916-03-01,9.17,0.46,1.04,10.5,4.08,209.99,10.59,23.86,0.126535627,0.050163577
